frame_index	pts_seconds	enqueue_host_ns	proof_host_ns	proof_source	inferred_display_ns	ack2_host_ns
307	10.233333	163242949301625	163242973697625	drawable-presented	163242949180041	0
308	10.266667	163242982872958	163243007031000	drawable-presented	163242982539458	0
309	10.300000	163243015892458	163243040364416	drawable-presented	163243015842833	0
310	10.333333	163243049419208	163243073697791	drawable-presented	163243049213500	0
311	10.366667	163243082666625	163243107031166	drawable-presented	163243082517125	0
312	10.400000	163243116085250	163243140364500	drawable-presented	163243115841958	0
313	10.433333	163243149239875	163243173697916	drawable-presented	163243149180083	0
314	10.466667	163243182589333	163243207031250	drawable-presented	163243182510291	0
315	10.500000	163243215940208	163243240364708	drawable-presented	163243215836833	0
316	10.533333	163243249202791	163243273698041	drawable-presented	163243249171208	0
317	10.566667	163243282612333	163243307031416	drawable-presented	163243282520333	0
318	10.600000	163243315939083	163243340364750	drawable-presented	163243315884083	0
319	10.633333	163243349234000	163243373698166	drawable-presented	163243349181291	0
320	10.666667	163243382564125	163243407031625	drawable-presented	163243382530041	0
321	10.700000	163243416016500	163243432031625	drawable-presented	163243415843666	0
322	10.733333	163243449371750	163243473698500	drawable-presented	163243449187791	0
323	10.766667	163243482708833	163243507031666	drawable-presented	163243482530958	0
324	10.800000	163243507663625	163243532031791	drawable-presented	163243507544708	0
325	10.833333	163243549774333	163243573698500	drawable-presented	163243549252166	0
326	10.866667	163243582832541	163243607031875	drawable-presented	163243582547208	0
327	10.900000	163243615899333	163243640365208	drawable-presented	163243615843333	0
328	10.933333	163243649395041	163243673698583	drawable-presented	163243649175375	0
329	10.966667	163243682636500	163243707032000	drawable-presented	163243682525416	0
330	11.000000	163243716164166	163243740365458	drawable-presented	163243715866708	0
331	11.033333	163243749356166	163243773698791	drawable-presented	163243749191791	0
332	11.066667	163243782561750	163243807032125	drawable-presented	163243782512541	0
333	11.100000	163243816023791	163243840365458	drawable-presented	163243815833833	0
334	11.133333	163243849404000	163243877865541	drawable-presented	163243849214583	0
335	11.166667	163243882318458	163243902865541	drawable-presented	163243882124958	0
336	11.200000	163243915609916	163243936198958	drawable-presented	163243915426875	0
337	11.233333	163243948898000	163243969532333	drawable-presented	163243948794416	0
338	11.266667	163243978432875	163244002865708	drawable-presented	163243978358083	0
339	11.300000	163244011776666	163244036199125	drawable-presented	163244011676875	0
340	11.333333	163244045050833	163244069532458	drawable-presented	163244045007500	0
341	11.366667	163244078419041	163244102865791	drawable-presented	163244078362625	0
342	11.400000	163244111850375	163244136199208	drawable-presented	163244111671166	0
343	11.433333	163244145139583	163244169532625	drawable-presented	163244145018500	0
344	11.466667	163244178678541	163244202865958	drawable-presented	163244178345666	0
345	11.500000	163244212016166	163244236199375	drawable-presented	163244211670750	0
346	11.533333	163244245319958	163244269532708	drawable-presented	163244245020500	0
347	11.566667	163244278536625	163244302866125	drawable-presented	163244278349750	0
348	11.600000	163244311925833	163244336199500	drawable-presented	163244311680583	0
349	11.633333	163244345135958	163244369532916	drawable-presented	163244345008291	0
350	11.666667	163244378563000	163244402866250	drawable-presented	163244378377250	0
351	11.700000	163244412011166	163244436199625	drawable-presented	163244411665125	0
352	11.733333	163244445155083	163244469533000	drawable-presented	163244445023250	0
353	11.766667	163244478394125	163244502866375	drawable-presented	163244478343000	0
